жечь,8г,жечь
выжечь,8г,жечь
возжечь,8г,жечь
зажечь,8г,жечь
дожечь,8г,жечь
нажечь,8г,жечь
обжечь,8г,жечь
ожечь,8г,жечь
пережечь,8г,жечь
прижечь,8г,жечь
прожечь,8г,жечь
жечься,8г,жечь
возжечься,8г,жечь
зажечься,8г,жечь
обжечься,8г,жечь
ожечься,8г,жечь
пережечься,8г,жечь
прожечься,8г,жечь
отлечь,8г,лечь
возлечь,8г,лечь
залечь,8г,лечь
налечь,8г,лечь
облечь,8г,лечь
подлечь,8г,лечь
подналечь,8г,лечь
полечь,8г,лечь
приналечь,8г,лечь
слечь,8г,лечь
сесть,7д,сесть
воссесть,7д,сесть
засесть,7д,сесть
засесть,7д,сесть
насесть,7д,сесть
насесть,7д,сесть
обсесть,7д,сесть
осесть,7д,сесть
отсесть,7д,сесть
отсесть,7д,сесть
присесть,7д,сесть
присесть,7д,сесть
подсесть,7д,сесть
просесть,7д,сесть
усесть,7д,сесть
пересесть,7д,сесть
рассесться,7д,сесть
рассесться,7д,сесть
ссесться,7д,сесть
усесться,7д,сесть
толочь,8к,толочь
втолочь,8к,толочь
затолочь,8к,толочь
истолочь,8к,толочь
натолочь,8к,толочь
перетолочь,8к,толочь
подтолочь,8к,толочь
потолочь,8к,толочь
протолочь,8к,толочь
растолочь,8к,толочь
столочь,8к,толочь
утолочь,8к,толочь
толочься,8к,толочь
затолочься,8к,толочь
истолочься,8к,толочь
перетолочься,8к,толочь
потолочься,8к,толочь
столочься,8к,толочь
утолочься,8к,толочь
бежать,5,бежать
бежать,5,бежать
вбежать,5,бежать
взбежать,5,бежать
выбежать,5,бежать
добежать,5,бежать
забежать,5,бежать
избежать,5,бежать
набежать,5,бежать
оббежать,5,бежать
обежать,5,бежать
отбежать,5,бежать
перебежать,5,бежать
побежать,5,бежать
подбежать,5,бежать
прибежать,5,бежать
пробежать,5,бежать
сбежать,5,бежать
убежать,5,бежать
сбежаться,5,бежать
пробежаться,5,бежать
разбежаться,5,бежать
взойти,идти,идти
войти,идти,идти
выйти,идти,идти
дойти,идти,идти
зайти,идти,идти
зайтись,идти,идти
изойти,идти,идти
найти,идти,идти
найтись,идти,идти
нейти,идти,идти
низойти,идти,идти
обойти,идти,идти
обойтись,идти,идти
отойти,идти,идти
перейти,идти,идти
подойти,идти,идти
пойти,идти,идти
превзойти,идти,идти
прейти,идти,идти
прийти,идти,идти
прийтись,идти,идти
произойти,идти,идти
пройти,идти,идти
пройтись,идти,идти
разойтись,идти,идти
снизойти,идти,идти
сойти,идти,идти
сойтись,идти,идти
уйти,идти,идти
идти,идти,идти
идтись,идти,идти
быть,быть,быть
выбыть,быть,быть
добыть,быть,быть
забыть,быть,быть
избыть,быть,быть
отбыть,быть,быть
побыть,быть,быть
пробыть,быть,быть
подзабыть,быть,быть
пребыть,быть,быть
прибыть,быть,быть
раздобыть,быть,быть
сбыть,быть,быть
позабыть,быть,быть
убыть,быть,быть
избыться,быть,быть
позабыться,быть,быть
забыться,быть,быть
сбыться,быть,быть
перезабыться,быть,быть
допродать,дать,дать
воздать,дать,дать
воссоздать,дать,дать
выдать,дать,дать
додать,дать,дать
задать,дать,дать
запродать,дать,дать
издать,дать,дать
наддать,дать,дать
наподдать,дать,дать
недодать,дать,дать
обдать,дать,дать
отдать,дать,дать
передать,дать,дать
переиздать,дать,дать
перепродать,дать,дать
пересдать,дать,дать
пересоздать,дать,дать
подать,дать,дать
поддать,дать,дать
пораспродать,дать,дать
предать,дать,дать
преподать,дать,дать
придать,дать,дать
продать,дать,дать
раздать,дать,дать
распродать,дать,дать
сдать,дать,дать
создать,дать,дать
дать,дать,дать
вдаться,дать,дать
воздаться,дать,дать
воссоздаться,дать,дать
выдаться,дать,дать
даться,дать,дать
задаться,дать,дать
обдаться,дать,дать
отдаться,дать,дать
податься,дать,дать
поддаться,дать,дать
передаться,дать,дать
предаться,дать,дать
продаться,дать,дать
раздаться,дать,дать
сдаться,дать,дать
создаться,дать,дать
удаться,дать,дать
выесть,есть,есть
доесть,есть,есть
заесть,есть,есть
изъесть,есть,есть
надоесть,есть,есть
наесть,есть,есть
объесть,есть,есть
отъесть,есть,есть
переесть,есть,есть
подъесть,есть,есть
поесть,есть,есть
проесть,есть,есть
разъесть,есть,есть
съесть,есть,есть
уесть,есть,есть
есть,есть,есть
взъесться,есть,есть
заесться,есть,есть
объесться,есть,есть
наесться,есть,есть
отъесться,есть,есть
проесться,есть,есть
разъесться,есть,есть
въесться,есть,есть
приесться,есть,есть
ехать,ехать,ехать
взъехать,ехать,ехать
въехать,ехать,ехать
выехать,ехать,ехать
доехать,ехать,ехать
заехать,ехать,ехать
наехать,ехать,ехать
объехать,ехать,ехать
отъехать,ехать,ехать
переехать,ехать,ехать
подъехать,ехать,ехать
поехать,ехать,ехать
понаехать,ехать,ехать
приехать,ехать,ехать
проехать,ехать,ехать
съехать,ехать,ехать
уехать,ехать,ехать
съехаться,ехать,ехать
поразъехаться,ехать,ехать
проехаться,ехать,ехать
разъехаться,ехать,ехать
вшибить,4,шибить
вышибить,4,шибить
дошибить,4,шибить
зашибить,4,шибить
обшибить,4,шибить
отшибить,4,шибить
перешибить,4,шибить
подшибить,4,шибить
пришибить,4,шибить
прошибить,4,шибить
расшибить,4,шибить
сшибить,4,шибить
ушибить,4,шибить
высыпать,6,сыпать
всыпать,6,сыпать
засыпать,6,сыпать
досыпать,6,сыпать
насыпать,6,сыпать
обсыпать,6,сыпать
осыпать,6,сыпать
отсыпать,6,сыпать
пересыпать,6,сыпать
подсыпать,6,сыпать
посыпать,6,сыпать
присыпать,6,сыпать
просыпать,6,сыпать
рассыпать,6,сыпать
ссыпать,6,сыпать
усыпать,6,сыпать
высыпаться,6,сыпать
просыпаться,6,сыпать
засыпаться,6,сыпать
насыпаться,6,сыпать
посыпаться,6,сыпать
посыпаться,6,сыпать
реветь,6,реветь
зареветь,6,реветь
прореветь,6,реветь
взреветь,6,реветь
отреветь,6,реветь
пореветь,6,реветь
нареветься,6,реветь
разреветься,6,реветь
обреветься,6,реветь
зашибиться,4,шибить
ошибиться,4,шибить
расшибиться,4,шибить
сшибиться,4,шибить
ушибиться,4,шибить
заклясть,клясть,клясть
клясть,клясть,клясть
проклясть,клясть,клясть
клясться,клясть,клясть
заклясться,клясть,клясть
поклясться,клясть,клясть
зиждиться,4,зиждить
зыбить,4,зыбить
зыбиться ,4,зыбить
